,0,1
0,114,1.4709574406299395
0,115,1.4708239722247465
0,116,1.4706907431356269
0,117,1.4705577532695213
0,118,1.4704250025334134
0,119,1.470292490834331
0,120,1.4701602180793443
0,121,1.4700281841755685
0,122,1.46989638903016
0,123,1.46976483255032
0,124,1.4696335146432924
0,125,1.4695024352163646
0,126,1.4693715941768664
0,127,1.4692409914321718
0,128,1.4691106268896978
0,129,1.4689805004569036
0,130,1.4688506120412925
0,131,1.4687209615504109
0,132,1.4685915488918466
0,133,1.4684623739732332
0,134,1.4683334367022451
0,135,1.4682047369866
0,136,1.468076274734059
0,137,1.4679480498524262
0,138,1.4678200622495485
0,139,1.4676923118333156
0,140,1.4675647985116596
0,141,1.467437522192556
0,142,1.4673104827840227
0,143,1.4671836801941207
0,144,1.4670571143309534
0,145,1.4669307851026672
0,146,1.4668046924174512
0,147,1.466678836183537
0,148,1.4665532163091985
0,149,1.4664278327027531
0,150,1.4663026852725594
0,151,1.46617777392702
0,152,1.4660530985745794
0,153,1.4659286591237246
0,154,1.4658044554829845
0,155,1.4656804875609317
0,156,1.4655567552661806
0,157,1.4654332585073873
0,158,1.4653099971932517
0,159,1.4651869712325147
0,160,1.4650641805339601
0,161,1.4649416250064147
0,162,1.4648193045587459
0,163,1.4646972190998646
0,164,1.4645753685387246
0,165,1.4644537527843196
0,166,1.4643323717456873
0,167,1.464211225331907
0,168,1.4640903134521008
0,169,1.4639696360154308
0,170,1.463849192931104
0,171,1.4637289841083678
0,172,1.463609009456511
0,173,1.4634892688848666
0,174,1.4633697623028068
0,175,1.4632504896197487
0,176,1.4631314507451487
0,177,1.4630126455885062
0,178,1.462894074059363
0,179,1.4627757360673022
0,180,1.462657631521948
0,181,1.4625397603329675
0,182,1.4624221224100695
0,183,1.4623047176630035
0,184,1.4621875460015623
0,185,1.4620706073355791
0,186,1.4619539015749288
0,187,1.4618374286295286
0,188,1.4617211884093373
0,189,1.4616051808243544
0,190,1.461489405784622
0,191,1.4613738632002231
0,192,1.4612585529812827
0,193,1.4611434750379668
0,194,1.461028629280483
0,195,1.460914015619081
0,196,1.4607996339640505
0,197,1.460685484225724
0,198,1.4605715663144747
0,199,1.4604578801407173
0,0,1.4936723532964638
0,1,1.4928154942438974
0,2,1.4919650069750907
0,3,1.4911208789002524
0,4,1.4902830974598205
0,5,1.4894516501243684
0,6,1.4886265243945105
0,7,1.4878077078008067
0,8,1.4869951879036696
0,9,1.4861889522932716
0,10,1.4853889885894511
0,11,1.484595284441621
0,12,1.483807827528675
0,13,1.4830266055588968
0,14,1.4822516062698676
0,15,1.481482817428376
0,16,1.4807202268303263
0,17,1.4799638223006477
0,18,1.4792135916932065
0,19,1.4784695228907123
0,20,1.4777316038046315
0,21,1.476999822375097
0,22,1.4762741665708206
0,23,1.4755546243890023
0,24,1.4748411838552449
0,25,1.4741338330234626
0,26,1.4734325599757976
0,27,1.4727373528225307
0,28,1.472048199701994
0,29,1.471365088780486
0,30,1.4706880082521843
0,31,1.4700169463390604
0,32,1.4693518912907932
0,33,1.4686928313846859
0,34,1.468039754925578
0,35,1.4673926502457646
0,36,1.466751505704908
0,37,1.4661163096899574
0,38,1.4654870506150632
0,39,1.4648637169214944
0,40,1.4642462970775558
0,41,1.4636347795785043
0,42,1.4630291529464687
0,43,1.4624294057303646
0,44,1.4618355265058165
0,45,1.4612475038750723
0,46,1.4606653264669254
0,47,1.4600889829366317
0,48,1.4595184619658308
0,49,1.458953752262465
0,50,1.458394842560699
0,51,1.457841721620841
0,52,1.4572943782292627
0,53,1.4567528011983208
0,54,1.4562169793662787
0,55,1.4556869015972265
0,56,1.4551625567810051
0,57,1.454643933833126
0,58,1.4541310216946957
0,59,1.4536238093323364
0,60,1.4531222857381116
0,61,1.452626439929448
0,62,1.4521362609490573
0,63,1.4516517378648637
0,64,1.4511728597699258
0,65,1.4506996157823608
0,66,1.4502319950452707
0,67,1.4497699867266662
0,68,1.4493135800193913
0,69,1.4488627641410519
0,70,1.4484175283339369
0,71,1.4479778618649488
0,72,1.4475437540255276
0,73,1.4471151941315779
0,74,1.4466921715233956
0,75,1.4462746755655962
0,76,1.44586269564704
0,77,1.4454562211807633
0,78,1.4450552416039024
0,79,1.4446597463776254
0,80,1.4442697249870569
0,81,1.4438851669412116
0,82,1.4435060617729183
0,83,1.4431323990387532
0,84,1.4427641683189671
0,85,1.4424013592174159
0,86,1.4420439613614904
0,87,1.441691964402048
0,88,1.441345358013341
0,89,1.4410041318929494
0,90,1.4406682757617104
0,91,1.4403377793636514
0,92,1.4400126324659197
0,93,1.4396928248587166
0,94,1.4393783463552265
0,95,1.4390691867915537
0,96,1.4387653360266484
0,97,1.438466783942247
0,98,1.4381735204427992
0,99,1.437885535455404
0,100,1.437602818929744
0,101,1.437325360838017
0,102,1.4370531511748705
0,103,1.4367861799573385
0,104,1.4365244372247723
0,105,1.4362679130387774
0,106,1.4360165974831487
0,107,1.4357704806638043
0,108,1.4355295527087222
0,109,1.4352938037678755
0,110,1.4350632240131684
0,111,1.4348378036383715
0,112,1.4346175328590605
0,113,1.4344024019125499
0,114,1.4341924010578315
0,115,1.4339875205755115
0,116,1.4337877507677472
0,117,1.4335930819581848
0,118,1.4334035044918976
0,119,1.4332190087353225
0,120,1.4330395850761992
0,121,1.4328652239235105
0,122,1.4326959157074162
0,123,1.4325316508791957
0,124,1.432372419911187
0,125,1.4322182132967243
0,126,1.432069021550078
0,127,1.4319248352063958
0,128,1.4317856448216397
0,129,1.4316514409725298
0,130,1.4315222142564816
0,131,1.4313979552915486
0,132,1.4312786547163614
0,133,1.4311643031900703
0,134,1.4310548913922851
0,135,1.4309504100230184
0,136,1.4308508498026244
0,137,1.4307562014717434
0,138,1.4306664557912423
0,139,1.4305816035421575
0,140,1.430501635525637
0,141,1.4304265425628837
0,142,1.430356315495097
0,143,1.4302909451834176
0,144,1.4302304225088684
0,145,1.4301747383723005
0,146,1.4301238836943349
0,147,1.430077849415308
0,148,1.4300366264952136
0,149,1.4300002059136503
0,150,1.4299685786697613
0,151,1.4299417357821838
0,152,1.4299196682889916
0,153,1.4299023672476394
0,154,1.4298898237349091
0,155,1.429882028846856
0,156,1.4298789736987525
0,157,1.4298806494250353
0,158,1.429887047179251
0,159,1.4298981581340018
0,160,1.4299139734808928
0,161,1.429934484430478
0,162,1.429959682212207
0,163,1.4299895580743718
0,164,1.4300241032840553
0,165,1.4300633091270754
0,166,1.4301071669079364
0,167,1.4301556679497747
0,168,1.4302088035943055
0,169,1.430266565201773
0,170,1.4303289441508977
0,171,1.4303959318388257
0,172,1.4304675196810746
0,173,1.4305436991114844
0,174,1.4306244615821675
0,175,1.430709798563455
0,176,1.430799701543848
0,177,1.4308941620299667
0,178,1.4309931715464987
0,179,1.4310967216361512
0,180,1.4312048038595986
0,181,1.4313174097954346
0,182,1.4314345310401213
0,183,1.4315561592079395
0,184,1.431682285930941
0,185,1.431812902858898
0,186,1.431948001659254
0,187,1.4320875740170762
0,188,1.4322316116350056
0,189,1.4323801062332098
0,190,1.4325330495493327
0,191,1.4326904333384494
0,192,1.4328522493730143
0,193,1.433018489442817
0,194,1.433189145354933
0,195,1.4333642089336749
0,196,1.4335436720205479
0,197,1.4337275264742004
0,198,1.4339157641703786
0,199,1.4341083770018772
0,0,1.4922395784425369
0,1,1.4920772690927333
0,2,1.491915206422781
0,3,1.4917533903384164
0,4,1.4915918207454186
0,5,1.4914304975496102
0,6,1.4912694206568569
0,7,1.4911085899730672
0,8,1.4909480054041917
0,9,1.4907876668562243
0,10,1.4906275742352024
0,11,1.4904677274472051
0,12,1.4903081263983549
0,13,1.4901487709948176
0,14,1.4899896611427994
0,15,1.489830796748552
0,16,1.4896721777183677
0,17,1.489513803958583
0,18,1.489355675375576
0,19,1.4891977918757673
0,20,1.4890401533656208
0,21,1.4888827597516423
0,22,1.4887256109403804
0,23,1.488568706838426
0,24,1.4884120473524127
0,25,1.4882556323890168
0,26,1.4880994618549557
0,27,1.4879435356569908
0,28,1.487787853701925
0,29,1.4876324158966039
0,30,1.487477222147914
0,31,1.4873222723627868
0,32,1.4871675664481945
0,33,1.48701310431115
0,34,1.4868588858587113
0,35,1.486704910997977
0,36,1.486551179636088
0,37,1.4863976916802273
0,38,1.4862444470376204
0,39,1.4860914456155345
0,40,1.485938687321279
0,41,1.4857861720622052
0,42,1.485633899745707
0,43,1.4854818702792199
0,44,1.4853300835702201
0,45,1.4851785395262285
0,46,1.485027238054805
0,47,1.4848761790635532
0,48,1.4847253624601189
0,49,1.4845747881521876
0,50,1.4844244560474884
0,51,1.4842743660537923
0,52,1.484124518078911
0,53,1.4839749120306982
0,54,1.48382554781705
0,55,1.4836764253459036
0,56,1.483527544525238
0,57,1.4833789052630737
0,58,1.4832305074674732
0,59,1.4830823510465398
0,60,1.4829344359084193
0,61,1.4827867619612987
0,62,1.4826393291134068
0,63,1.4824921372730129
0,64,1.482345186348429
0,65,1.4821984762480078
0,66,1.4820520068801433
0,67,1.4819057781532716
0,68,1.4817597899758697
0,69,1.481614042256456
0,70,1.4814685349035905
0,71,1.4813232678258743
0,72,1.481178240931949
0,73,1.4810334541304988
0,74,1.480888907330249
0,75,1.4807446004399645
0,76,1.4806005333684535
0,77,1.4804567060245637
0,78,1.4803131183171854
0,79,1.4801697701552485
0,80,1.4800266614477249
0,81,1.4798837921036274
0,82,1.4797411620320096
0,83,1.479598771141966
0,84,1.479456619342634
0,85,1.4793147065431884
0,86,1.479173032652848
0,87,1.4790315975808717
0,88,1.478890401236558
0,89,1.4787494435292479
0,90,1.478608724368323
0,91,1.4784682436632044
0,92,1.478328001323355
0,93,1.4781879972582794
0,94,1.4780482313775218
0,95,1.4779087035906666
0,96,1.4777694138073403
0,97,1.4776303619372086
0,98,1.4774915478899793
0,99,1.4773529715753997
0,100,1.4772146329032585
0,101,1.4770765317833847
0,102,1.4769386681256482
0,103,1.476801041839958
0,104,1.4766636528362658
0,105,1.476526501024562
0,106,1.4763895863148782
0,107,1.4762529086172866
0,108,1.4761164678418996
0,109,1.4759802638988695
0,110,1.4758442966983898
0,111,1.4757085661506943
0,112,1.4755730721660567
0,113,1.4754378146547908
0,114,1.4753027935272514
0,115,1.475168008693833
0,116,1.4750334600649706
0,117,1.474899147551139
0,118,1.4747650710628544
0,119,1.474631230510671
0,120,1.474497625805185
0,121,1.4743642568570325
0,122,1.4742311235768886
0,123,1.4740982258754696
0,124,1.4739655636635314
0,125,1.4738331368518696
0,126,1.4737009453513206
0,127,1.4735689890727603
0,128,1.4734372679271042
0,129,1.4733057818253084
0,130,1.4731745306783686
0,131,1.4730435143973197
0,132,1.4729127328932379
0,133,1.4727821860772385
0,134,1.4726518738604764
0,135,1.4725217961541461
0,136,1.4723919528694829
0,137,1.4722623439177607
0,138,1.472132969210294
0,139,1.4720038286584363
0,140,1.4718749221735812
0,141,1.4717462496671616
0,142,1.4716178110506504
0,143,1.4714896062355605
0,144,1.4713616351334433
0,145,1.4712338976558907
0,146,1.471106393714533
0,147,1.4709791232210412
0,148,1.470852086087126
0,149,1.4707252822245356
0,150,1.4705987115450598
0,151,1.4704723739605272
0,152,1.4703462693828049
0,153,1.4702203977238009
0,154,1.470094758895461
0,155,1.469969352809771
0,156,1.4698441793787569
0,157,1.4697192385144822
0,158,1.469594530129051
0,159,1.4694700541346064
0,160,1.4693458104433306
0,161,1.4692217989674445
0,162,1.469098019619209
0,163,1.4689744723109242
0,164,1.4688511569549276
0,165,1.4687280734635983
0,166,1.4686052217493533
0,167,1.468482601724648
0,168,1.4683602133019777
0,169,1.468238056393877
0,170,1.468116130912918
0,171,1.467994436771714
0,172,1.467872973882915
0,173,1.4677517421592114
0,174,1.4676307415133323
0,175,1.4675099718580447
0,176,1.4673894331061559
0,177,1.4672691251705108
0,178,1.4671490479639935
0,179,1.467029201399528
0,180,1.4669095853900747
0,181,1.4667901998486355
0,182,1.4666710446882487
0,183,1.4665521198219929
0,184,1.466433425162984
0,185,1.4663149606243775
0,186,1.4661967261193676
0,187,1.466078721561187
0,188,1.465960946863106
0,189,1.4658434019384357
0,190,1.4657260867005222
0,191,1.4656090010627545
0,192,1.4654921449385563
0,193,1.4653755182413917
0,194,1.4652591208847634
0,195,1.4651429527822115
0,196,1.4650270138473152
0,197,1.4649113039936918
0,198,1.4647958231349976
0,199,1.464680571184926
0,200,1.4645655480572097
0,201,1.4644507536656195
0,202,1.464336187923965
0,203,1.4642218507460922
0,204,1.4641077420458877
0,205,1.463993861737275
0,206,1.4638802097342156
0,207,1.46376678595071
0,208,1.4636535903007963
0,209,1.4635406226985515
0,210,1.463427883058089
0,211,1.4633153712935618
0,212,1.4632030873191608
0,213,1.4630910310491148
0,214,1.4629792023976897
0,215,1.4628676012791901
0,216,1.4627562276079598
0,217,1.4626450812983787
0,218,1.462534162264865
0,219,1.4624234704218755
0,220,1.4623130056839042
0,221,1.4622027679654839
0,222,1.4620927571811841
0,223,1.4619829732456124
0,224,1.461873416073415
